Renderer: Quadro M2000M/PCIe/SSE2
GL version: 3.2.0 NVIDIA 560.35.03
SL version: 1.50 NVIDIA via Cg compiler
BAKE: (62, "crystal_purple_md_sprite", "sprites/prop_crystal_md_shard_purple.png", 1, 16, 32)
BAKE: (63, "crystal_blue_lg_sprite", "sprites/prop_crystal_lg_shard_blue.png", 1, 32, 32)
BAKE: (64, "crystal_green_lg_sprite", "sprites/prop_crystal_lg_shard_green.png", 1, 32, 32)
BAKE: (65, "crystal_purple_lg_sprite", "sprites/prop_crystal_lg_shard_purple.png", 1, 32, 32)
BAKE: (66, "cigarette_sprite", "sprites/prop_cigarette.png", 1, 16, 16)
BAKE: (67, "sausage_sprite", "sprites/food_sausage_sm.png", 1, 16, 16)
BAKE: (68, "padkrapow_sprite", "sprites/food_padkrakow_sm.png", 1, 16, 16)
BAKE: (69, "coffee_sprite", "sprites/food_coffee_sm.png", 1, 16, 16)
BAKE: (70, "cursor_sprite", "sprites/cursor_room_ornate.png", 1, 16, 16)
BAKE: (71, "cursor_add_sprite", "sprites/cursor_add.png", 1, 16, 16)
BAKE: (72, "cursor_remove_sprite", "sprites/cursor_remove.png", 1, 16, 16)
BAKE: (73, "tile_hl_add_sprite", "sprites/tile_hl_add.png", 1, 16, 16)
BAKE: (74, "tile_hl_rm_outer_sprite", "sprites/tile_hl_rm_outer.png", 1, 16, 16)
BAKE: (75, "tile_hl_rm_inner_sprite", "sprites/tile_hl_rm_inner.png", 1, 16, 16)
BAKE: (76, "tile_hl_sprite", "sprites/tile_hl.png", 1, 16, 16)
BAKE: (77, "fbut_a_sprite", "sprites/A Button_Both.png", 2, 16, 16)
BAKE: (78, "fbut_b_sprite", "sprites/B Button_Both.png", 2, 16, 16)
BAKE: (79, "fbut_n_sprite", "sprites/Up_Arrow_Both.png", 2, 16, 16)
BAKE: (80, "fbut_e_sprite", "sprites/Right Arrow_Both.png", 2, 16, 10)
BAKE: (81, "fbut_s_sprite", "sprites/Down Arrow_Both.png", 2, 16, 16)
BAKE: (82, "fbut_w_sprite", "sprites/Left Arrow_Both.png", 2, 16, 10)
BAKE: (83, "fbut_start_sprite", "sprites/Start Button_Both.png", 2, 24, 12)
BAKE: (84, "fbut_select_sprite", "sprites/Select Button_Both.png", 2, 24, 12)
BAKE: (85, "sbut_feed_sprite", "sprites/Stat_Refill_Vigor_Button.png", 2, 32, 32)
BAKE: (86, "sbut_study_sprite", "sprites/Stat_Refill_Focus_Button.png", 2, 32, 32)
BAKE: (87, "sbut_play_sprite", "sprites/Stat_Refill_Spirit_Button.png", 2, 32, 32)
Sprite sprites/Deco_Button.png not found! Loading null sprite
BAKE: (88, "sbut_deco_sprite", "sprites/Deco_Button.png", 1, 32, 32)
Sprite sprites/Menu_Button.png not found! Loading null sprite
BAKE: (89, "sbut_menu_sprite", "sprites/Menu_Button.png", 1, 32, 32)
BAKE: (90, "sbut_hl_sprite", "sprites/sbut_hl_sprite.png", 1, 32, 32)
BAKE: (91, "icon_vig_sprite", "sprites/STAT_VIGOR2424.png", 1, 24, 24)
BAKE: (92, "icon_foc_sprite", "sprites/STAT_FOCUS2424.png", 1, 24, 24)
BAKE: (93, "icon_spi_sprite", "sprites/STAT_SPIRIT2424.png", 1, 24, 24)
BAKE: (94, "icon_food_sprite", "sprites/icon_food.png", 1, 16, 16)
BAKE: (95, "icon_prop_sprite", "sprites/icon_prop.png", 1, 16, 16)
BAKE: (96, "icon_key_sprite", "sprites/icon_key.png", 1, 16, 16)
BAKE: (97, "panel_sprite", "sprites/panel_tiles.png", 9, 16, 16)
BAKE: (98, "glyph_sprite", "sprites/glyphs.png", 91, 8, 12)
BAKE: (99, "icon_pointer_sprite", "sprites/icon_pointer.png", 1, 12, 12)
BAKE: (100, "icon_enter_sprite", "sprites/icon_enter.png", 1, 16, 16)
BAKE: (101, "icon_exit_sprite", "sprites/icon_exit.png", 1, 16, 16)
BAKE: (102, "cell_vig_sprite", "sprites/cell_vig.png", 1, 8, 16)
BAKE: (103, "cell_foc_sprite", "sprites/cell_foc.png", 1, 8, 16)
BAKE: (104, "cell_spi_sprite", "sprites/cell_spi.png", 1, 8, 16)
BAKE: (105, "cell_empty_sprite", "sprites/cell_empty.png", 1, 8, 16)
BAKE: (106, "crisis_co2_sprite", "sprites/crisis_test_1.png", 1, 48, 48)
BAKE: (107, "crisis_nox_sprite", "sprites/crisis_test_2.png", 1, 48, 48)
BAKE: (108, "crisis_vol_sprite", "sprites/crisis_test_3.png", 1, 48, 48)
BAKE: (109, "crisis_hot_sprite", "sprites/crisis_test_temp_high.png", 1, 48, 48)
BAKE: (110, "crisis_cold_sprite", "sprites/crisis_test_temp_low.png", 1, 48, 48)
